topic,stem,example_word,cooc_n,doc_freq
regulation,joao,joao,1,10
regulation,joe,joe,1,39
regulation,johann,johannes,1,39
regulation,johnston,johnston,1,24
regulation,joshi,joshi,1,33
regulation,jubile,jubilee,1,82
regulation,juggl,juggling,1,20
regulation,jumpstart,jumpstart,1,12
regulation,juxtapos,juxtaposed,1,50
regulation,kalimantan,kalimantan,1,16
regulation,kamesam,kamesam,1,19
regulation,kamp,kamps,1,11
regulation,kanagawa,kanagawa,1,17
regulation,kannan,kannan,1,12
regulation,kansai,kansai,1,19
regulation,karen,karen,1,75
regulation,kashmir,kashmir,1,13
regulation,kathleen,kathleen,1,14
regulation,kati,katie,1,40
regulation,katrina,katrina,1,33
regulation,kauffman,kauffman,1,10
regulation,kearney,kearney,1,16
regulation,kedan,kedan,1,13
regulation,keizaigaku,keizaigaku,1,15
regulation,kelley,kelley,1,33
regulation,kenkyu,kenkyu,1,13
regulation,kernel,kernel,1,20
regulation,kerosen,kerosene,1,16
regulation,keyston,keystone,1,15
regulation,kfw,kfw,1,15
regulation,kid,kids,1,77
regulation,kiel,kiel,1,21
regulation,kilogram,kilogram,1,10
regulation,kilomet,kilometers,1,19
regulation,kimura,kimura,1,16
regulation,kink,kink,1,16
regulation,kiuchi,kiuchi,1,12
regulation,klaus,klaus,1,49
regulation,klenow,klenow,1,23
regulation,knell,knell,1,10
regulation,knot,knot,1,17
regulation,knott,knott,1,12
regulation,knowhow,knowhow,1,19
regulation,knowl,knowles,1,14
regulation,kobi,koby,1,19
regulation,kocherlakota,kocherlakota,1,17
regulation,koester,koester,1,23
regulation,kosovo,kosovo,1,26
regulation,kozicki,kozicki,1,17
regulation,krishnamurthi,krishnamurthy,1,66
regulation,krona,krona,1,27
regulation,kruger,kruger,1,10
regulation,krusel,krusell,1,11
regulation,kryvtsov,kryvtsov,1,12
regulation,kuwait,kuwait,1,32
regulation,kuznet,kuznets,1,10
regulation,lafort,laforte,1,25
regulation,laibson,laibson,1,13
regulation,lander,lander,1,22
regulation,lao,lao,1,12
regulation,laptop,laptops,1,22
regulation,largevalu,largevalue,1,13
regulation,larsen,larsen,1,19
regulation,lasaosa,lasaosa,1,31
regulation,laser,laser,1,44
regulation,latecom,latecomers,1,11
regulation,latenc,latencies,1,14
regulation,laugh,laughs,1,17
regulation,laura,laura,1,57
regulation,lauren,laurens,1,17
regulation,lavish,lavish,1,11
regulation,lawson,lawson,1,31
regulation,laxton,laxton,1,27
regulation,layard,layard,1,38
regulation,layoff,layoffs,1,118
regulation,lbo,lbo,1,16
regulation,lbos,lbos,1,11
regulation,lch,lch,1,31
regulation,lebac,lebac,1,12
regulation,leftward,leftward,1,10
regulation,leicest,leicester,1,28
regulation,lemon,lemon,1,28
regulation,lena,lena,1,10
regulation,lennart,lennart,1,16
regulation,lesli,leslie,1,27
regulation,lethargi,lethargy,1,15
regulation,liam,liam,1,11
regulation,libya,libya,1,20
regulation,lifespan,lifespan,1,41
regulation,lightn,lightning,1,19
regulation,lima,lima,1,13
regulation,limitless,limitless,1,40
regulation,lincoln,lincoln,1,30
regulation,lind,linde,1,13
regulation,linda,linda,1,30
regulation,lingual,lingual,1,11
regulation,linzert,linzert,1,11
regulation,lipski,lipsky,1,29
regulation,lire,lire,1,10
regulation,lisa,lisa,1,49
regulation,lit,lit,1,20
regulation,loath,loathe,1,10
regulation,loayza,loayza,1,10
regulation,lone,lone,1,28
regulation,lookout,lookout,1,30
regulation,loretta,loretta,1,10
regulation,lori,lorie,1,18
regulation,louis,louise,1,20
regulation,louvr,louvre,1,14
regulation,lowand,lowand,1,17
regulation,lowinfl,lowinflation,1,15
regulation,lpg,lpg,1,11
regulation,luiss,luiss,1,18
regulation,luminari,luminaries,1,12
regulation,lurch,lurch,1,33
regulation,luxemburg,luxemburger,1,17
regulation,macedonia,macedonia,1,22
regulation,mackay,mackay,1,10
regulation,macquari,macquarie,1,18
regulation,macromodel,macromodels,1,10
regulation,maddison,maddison,1,31
regulation,magyar,magyar,1,14
regulation,mahalanobi,mahalanobis,1,19
regulation,mahatma,mahatma,1,37
regulation,mahesh,mahesh,1,14
regulation,majesti,majesty,1,22
regulation,mal,mal,1,10
regulation,malaysian,malaysian,1,19
regulation,maldiv,maldives,1,11
regulation,malign,malign,1,35
regulation,malnutrit,malnutrition,1,13
regulation,maloney,maloney,1,18
regulation,malta,malta,1,88
regulation,malthus,malthus,1,12
regulation,mandela,mandela,1,24
regulation,manifesto,manifesto,1,18
regulation,mantri,mantri,1,16
regulation,marcelo,marcelo,1,10
regulation,marginalis,marginalisation,1,38
regulation,mariana,mariana,1,10
regulation,marin,marine,1,60
regulation,marino,marino,1,11
regulation,marker,markers,1,33
regulation,markit,markit,1,108
regulation,marvel,marvelous,1,38
regulation,masayoshi,masayoshi,1,29
regulation,massimo,massimo,1,27
regulation,matsushita,matsushita,1,11
regulation,mattress,mattress,1,15
regulation,mauro,mauro,1,81
regulation,maximilian,maximilian,1,13
regulation,mba,mba,1,24
regulation,mbss,mbss,1,17
regulation,mcandrew,mcandrews,1,15
regulation,mccauley,mccauley,1,18
regulation,mcmahon,mcmahon,1,13
regulation,meager,meager,1,22
regulation,medal,medals,1,37
regulation,mediev,medieval,1,25
regulation,megan,megan,1,11
regulation,mehl,mehl,1,30
regulation,mehrotra,mehrotra,1,16
regulation,melitz,melitz,1,13
regulation,mep,meps,1,23
regulation,mercosur,mercosur,1,15
regulation,mes,mes,1,13
regulation,metabol,metabolism,1,32
regulation,meter,meters,1,24
regulation,metro,metro,1,62
regulation,metropoli,metropolis,1,14
regulation,mian,mian,1,48
regulation,michigan,michigan,1,128
regulation,microdata,microdata,1,43
regulation,microfound,microfoundations,1,18
regulation,middleincom,middleincome,1,13
regulation,mide,mide,1,23
regulation,midland,midland,1,51
regulation,midsumm,midsummer,1,17
regulation,midwest,midwest,1,31
regulation,migratori,migratory,1,14
regulation,miguel,miguel,1,35
regulation,mikitani,mikitani,1,11
regulation,milder,milder,1,78
regulation,millenium,millenium,1,15
regulation,millisecond,milliseconds,1,15
regulation,mingl,mingled,1,15
regulation,miniscul,miniscule,1,20
regulation,minnesota,minnesota,1,37
regulation,minoiu,minoiu,1,10
regulation,misbehaviour,misbehaviour,1,14
regulation,misnom,misnomer,1,24
regulation,misperceiv,misperceived,1,13
regulation,missel,misselling,1,18
regulation,mizen,mizen,1,25
regulation,modem,modem,1,10
regulation,moham,mohamed,1,35
regulation,mohr,mohr,1,15
regulation,mold,mold,1,16
regulation,mon,mons,1,30
regulation,mond,monde,1,30
regulation,mongelli,mongelli,1,26
regulation,monik,moniker,1,10
regulation,mono,mono,1,11
regulation,monocultur,monoculture,1,12
regulation,montana,montana,1,13
regulation,monterrey,monterrey,1,27
regulation,mosaic,mosaic,1,16
regulation,motif,motifs,1,26
regulation,movabl,movables,1,19
regulation,moynihan,moynihan,1,10
regulation,msas,msas,1,14
regulation,msps,msps,1,12
regulation,muddi,muddied,1,28
regulation,muhammad,muhammad,1,44
regulation,muller,muller,1,22
regulation,multicountri,multicountry,1,11
regulation,multifamili,multifamily,1,42
regulation,multifari,multifarious,1,18
regulation,multilateralis,multilateralisation,1,12
regulation,multilingu,multilingual,1,23
regulation,multist,multistate,1,11
regulation,murcia,murcia,1,17
regulation,muse,musings,1,19
regulation,museum,museum,1,129
regulation,musso,musso,1,18
regulation,mutton,mutton,1,16
regulation,myanmar,myanmar,1,12
regulation,mythic,mythical,1,15
regulation,mytholog,mythology,1,22
regulation,nair,nair,1,27
regulation,nakamura,nakamura,1,43
regulation,namibia,namibia,1,23
regulation,nao,nao,1,11
regulation,narendra,narendra,1,16
regulation,nash,nash,1,21
regulation,nashvill,nashville,1,15
regulation,natal,natale,1,14
regulation,natasha,natasha,1,12
regulation,nationalist,nationalist,1,34
regulation,ncaer,ncaer,1,13
regulation,nearterm,nearterm,1,44
regulation,neer,neer,1,11
regulation,negara,negara,1,40
regulation,nemzeti,nemzeti,1,14
regulation,nenova,nenova,1,13
regulation,nerlich,nerlich,1,13
regulation,newcastl,newcastle,1,29
regulation,nfib,nfib,1,18
regulation,ngeu,ngeu,1,24
regulation,ngo,ngo,1,24
regulation,nhs,nhs,1,28
regulation,niall,niall,1,13
regulation,nicoletta,nicoletta,1,11
regulation,niel,niels,1,12
regulation,nielsen,nielsen,1,37
regulation,nieto,nieto,1,18
regulation,nieuwerburgh,nieuwerburgh,1,11
regulation,nihon,nihon,1,35
regulation,nikkei,nikkei,1,95
regulation,nino,ninos,1,34
regulation,nip,nip,1,36
regulation,nomenclatur,nomenclature,1,20
regulation,noncash,noncash,1,24
regulation,noncompetit,noncompetitive,1,12
regulation,nonconform,nonconforming,1,17
regulation,nonexecut,nonexecutive,1,13
regulation,nonferr,nonferrous,1,14
regulation,nonmin,nonmining,1,10
regulation,nonreserv,nonreservable,1,12
regulation,nonviabl,nonviable,1,15
regulation,nonvot,nonvoting,1,12
regulation,norden,norden,1,22
regulation,northwest,northwest,1,12
regulation,noss,noss,1,14
regulation,nouy,nouy,1,10
regulation,novat,novation,1,19
regulation,novel,novels,1,12
regulation,nowcast,nowcasting,1,40
regulation,nrc,nrc,1,13
regulation,nsso,nsso,1,20
regulation,ntv,ntv,1,11
regulation,nucleus,nucleus,1,15
regulation,numerair,numeraire,1,13
regulation,nurks,nurkse,1,12
regulation,nutter,nutters,1,33
regulation,oasi,oasis,1,11
regulation,oblivion,oblivion,1,12
regulation,obr,obr,1,28
regulation,odysseus,odysseus,1,10
regulation,offspr,offspring,1,17
regulation,ofi,ofi,1,17
regulation,oilse,oilseeds,1,23
regulation,old,olds,1,68
regulation,omaha,omaha,1,12
regulation,omnipres,omnipresent,1,16
regulation,onnemannstradf,onnemannstradfe,1,78
regulation,oracl,oracles,1,13
regulation,orchestr,orchestrate,1,36
regulation,orel,orell,1,11
regulation,orlean,orleans,1,18
regulation,ortiz,ortiz,1,25
regulation,osaka,osaka,1,58
regulation,otto,otto,1,26
regulation,outdoor,outdoor,1,28
regulation,outfit,outfit,1,16
regulation,overcrowd,overcrowding,1,11
regulation,overoptimist,overoptimistic,1,15
regulation,overplay,overplayed,1,13
regulation,oversold,oversold,1,26
regulation,overtak,overtake,1,57
regulation,overton,overton,1,10
regulation,owen,owen,1,19
regulation,owneroccupi,owneroccupiers,1,15
regulation,oxymoron,oxymoron,1,14
regulation,ozaki,ozaki,1,11
regulation,pac,pacs,1,18
regulation,pagan,pagan,1,15
regulation,painter,painter,1,14
regulation,pairwis,pairwise,1,12
regulation,palazzo,palazzo,1,13
regulation,pall,palle,1,11
regulation,paltri,paltry,1,12
regulation,pamphlet,pamphlets,1,29
regulation,panchayat,panchayat,1,12
regulation,panglossian,panglossian,1,10
regulation,panoram,panoramic,1,15
regulation,paperless,paperless,1,24
regulation,papua,papua,1,11
regulation,paradigmat,paradigmatic,1,10
regulation,parastat,parastatal,1,10
regulation,parenthesi,parenthesis,1,17
regulation,pariba,paribas,1,55
regulation,parochi,parochial,1,21
regulation,partisan,partisan,1,24
regulation,parttim,parttime,1,14
regulation,paterson,paterson,1,12
regulation,patronag,patronage,1,16
regulation,pct,pct,1,18
regulation,pdcf,pdcf,1,17
regulation,peacock,peacock,1,15
regulation,peersman,peersman,1,15
regulation,pejor,pejorative,1,11
regulation,pemex,pemex,1,18
regulation,penchant,penchant,1,25
regulation,pepper,pepper,1,18
regulation,perez,perez,1,53
regulation,peri,peri,1,11
regulation,perk,perked,1,16
regulation,permissionless,permissionless,1,11
regulation,permut,permutation,1,11
regulation,pessoa,pessoa,1,10
regulation,pesticid,pesticide,1,12
regulation,petroulaki,petroulakis,1,19
regulation,pew,pew,1,35
regulation,physician,physicians,1,17
regulation,piazzesi,piazzesi,1,15
regulation,piie,piie,1,23
regulation,pinch,pinch,1,36
regulation,pinter,pinter,1,16
regulation,plantat,plantations,1,23
regulation,plateau,plateaued,1,52
regulation,pli,ply,1,13
regulation,plight,plight,1,40
regulation,plrs,plrs,1,11
regulation,pluck,plucked,1,11
regulation,plumber,plumber,1,19
regulation,pmjdi,pmjdy,1,21
regulation,podcast,podcast,1,16
regulation,podium,podium,1,27
regulation,point,pointedly,1,14
regulation,pokhran,pokhran,1,14
regulation,politica,politica,1,16
regulation,pollin,pollination,1,11
regulation,polym,polymer,1,61
regulation,pope,pope,1,23
regulation,popper,poppers,1,11
regulation,por,por,1,18
regulation,pork,pork,1,16
regulation,postsecondari,postsecondary,1,11
regulation,poterba,poterba,1,19
regulation,potter,potter,1,44
regulation,powerhous,powerhouses,1,56
regulation,ppk,ppk,1,16
regulation,ppps,ppps,1,14
regulation,pradesh,pradesh,1,98
regulation,pragu,prague,1,19
regulation,pravda,pravda,1,12
regulation,pray,pray,1,34
regulation,prerecord,prerecorded,1,17
regulation,prescienc,prescience,1,13
regulation,presidium,presidium,1,14
regulation,presumptu,presumptuous,1,23
regulation,pri,pri,1,10
regulation,pricest,pricestability,1,13
regulation,priest,priests,1,12
regulation,primer,primer,1,24
regulation,primordi,primordial,1,10
regulation,proclam,proclamation,1,13
regulation,professionalis,professionalising,1,21
regulation,profus,profusion,1,14
regulation,prolif,prolific,1,27
regulation,prologu,prologue,1,22
regulation,proprietor,proprietors,1,20
regulation,proprietorship,proprietorship,1,18
regulation,protector,protector,1,17
regulation,psychologist,psychologist,1,37
regulation,punctur,punctured,1,12
regulation,purvey,purveying,1,13
regulation,purvi,purvis,1,12
regulation,qatar,qatar,1,21
regulation,qfii,qfii,1,12
regulation,quinn,quinn,1,17
regulation,quintil,quintile,1,65
regulation,quiz,quiz,1,16
regulation,raban,rabanal,1,12
regulation,rabbit,rabbit,1,11
regulation,radd,radde,1,15
regulation,radius,radius,1,10
regulation,rafael,rafael,1,25
regulation,raffo,raffo,1,17
regulation,ragnar,ragnar,1,14
regulation,rahman,rahman,1,10
regulation,rai,rai,1,14
regulation,raj,raj,1,47
regulation,rajasthan,rajasthan,1,18
regulation,rajeev,rajeev,1,20
regulation,ralph,ralph,1,20
regulation,ram,ram,1,23
regulation,randzio,randzio,1,19
regulation,rapport,rapport,1,13
regulation,rapporteur,rapporteurs,1,18
regulation,ras,ras,1,10
regulation,raton,raton,1,15
regulation,raul,raul,1,13
regulation,ravag,ravages,1,52
regulation,rbabulletin,rbabulletin,1,10
regulation,rbih,rbih,1,14
regulation,rbnz,rbnz,1,14
regulation,readier,readier,1,10
regulation,realtim,realtime,1,46
regulation,realtor,realtors,1,20
regulation,reappoint,reappointment,1,15
regulation,rebas,rebasing,1,27
regulation,rebelo,rebelo,1,19
regulation,rechristen,rechristened,1,10
regulation,reconfirm,reconfirming,1,77
regulation,recurs,recursive,1,13
regulation,ree,rees,1,32
regulation,reer,reer,1,21
regulation,refineri,refineries,1,36
regulation,refug,refuge,1,40
regulation,refurbish,refurbish,1,14
regulation,regener,regenerate,1,35
regulation,rehir,rehiring,1,14
regulation,reid,reid,1,21
regulation,reignit,reignited,1,19
regulation,rejoic,rejoice,1,11
regulation,relay,relayed,1,27
regulation,relearn,relearned,1,16
regulation,remak,remaking,1,14
regulation,rene,renee,1,25
regulation,repertoir,repertoire,1,17
regulation,repriev,reprieve,1,12
regulation,republican,republican,1,24
regulation,rescal,rescale,1,17
regulation,resiz,resize,1,10
regulation,respit,respite,1,39
regulation,restrepo,restrepo,1,13
regulation,retic,reticent,1,19
regulation,retrac,retraced,1,72
regulation,retroact,retroactively,1,23
regulation,rev,rev,1,14
regulation,rfr,rfr,1,10
regulation,rhiannon,rhiannon,1,12
regulation,rhythm,rhythm,1,23
regulation,ric,rics,1,41
regulation,ricardian,ricardian,1,56
regulation,richest,richest,1,62
regulation,ridg,ridges,1,17
regulation,rime,rime,1,13
regulation,riot,riots,1,20
regulation,rivalri,rivalries,1,30
regulation,rivlin,rivlin,1,33
regulation,roam,roaming,1,11
regulation,robbin,robbins,1,17
regulation,roland,roland,1,39
regulation,roma,roma,1,12
regulation,rot,rot,1,10
regulation,rotten,rotten,1,14
regulation,roy,roy,1,43
regulation,royalti,royalties,1,25
regulation,rsa,rsa,1,12
regulation,rubin,rubin,1,15
regulation,rude,rude,1,24
regulation,rudebusch,rudebusch,1,55
regulation,rue,rue,1,13
regulation,ruinous,ruinous,1,13
regulation,rumbl,rumblings,1,12
regulation,runaway,runaway,1,38
regulation,runoff,runoff,1,40
regulation,rupal,rupal,1,11
regulation,russel,russell,1,66
regulation,saarc,saarc,1,21
regulation,saleheen,saleheen,1,30
regulation,salleo,salleo,1,10
regulation,salman,salman,1,23
regulation,salvador,salvador,1,30
regulation,salvag,salvaged,1,10
regulation,sambamurthi,sambamurthy,1,15
regulation,samurai,samurai,1,12
regulation,sander,sanders,1,18
regulation,sandton,sandton,1,24
regulation,sang,sang,1,10
regulation,santo,santos,1,34
regulation,santor,santoral,1,23
regulation,sao,sao,1,21
regulation,sapir,sapir,1,26
regulation,sarkar,sarkar,1,13
regulation,saskatchewan,saskatchewan,1,24
regulation,satiat,satiated,1,11
regulation,satoshi,satoshi,1,12
regulation,saviour,saviour,1,10
regulation,sayuri,sayuri,1,23
regulation,scam,scams,1,32
regulation,scanner,scanners,1,21
regulation,scapegoat,scapegoat,1,36
regulation,scari,scary,1,16
regulation,scatterplot,scatterplot,1,10
regulation,schepen,schepens,1,16
regulation,schlegel,schlegel,1,11
regulation,schnabl,schnabl,1,20
regulation,schulz,schulz,1,17
regulation,schuster,schuster,1,11
regulation,schwab,schwab,1,12
regulation,schwarz,schwarz,1,13
regulation,schweitzer,schweitzer,1,10
regulation,schweiz,schweiz,1,16
regulation,scotti,scotti,1,34
regulation,scrape,scrape,1,11
regulation,seco,seco,1,16
regulation,second,secondment,1,17
regulation,secondround,secondround,1,19
regulation,seduc,seduce,1,17
regulation,seignorag,seignorage,1,19
regulation,selfcorrect,selfcorrecting,1,10
regulation,selfemploy,selfemployment,1,24
regulation,selfish,selfishness,1,14
regulation,selfreinforc,selfreinforcing,1,10
regulation,selfsustain,selfsustained,1,38
regulation,selodi,selody,1,14
regulation,semant,semantics,1,33
regulation,sensor,sensors,1,23
regulation,seong,seong,1,14
regulation,sequestr,sequestration,1,16
regulation,sergey,sergey,1,11
regulation,ses,ses,1,19
regulation,sewa,sewa,1,13
regulation,sex,sex,1,54
regulation,shadforth,shadforth,1,18
regulation,shafik,shafik,1,42
regulation,sharon,sharon,1,20
regulation,shave,shaving,1,22
regulation,shcp,shcp,1,10
regulation,sheiner,sheiner,1,12
regulation,sheridan,sheridan,1,10
regulation,shimbun,shimbun,1,13
